event_story,answer,Event,Context,event1,event2,Relation,GPT3_TE,GPT4_TE,GPT3_5_QA,GPT4_QA
event: Martha ran out of eggs starts before She be able to get another carton of eggs for free story: Martha bought groceries and proceeded to go home. When she carried in her groceries she saw the bag leaking. The carton of eggs were squished. Martha went back to the grocery store. She was able to get another carton of eggs for free., positive, martha ran out of eggs starts before she be able to get another carton of eggs for free , Martha bought groceries and proceeded to go home. When she carried in her groceries she saw the bag leaking. The carton of eggs were squished. Martha went back to the grocery store. She was able to get another carton of eggs for free., martha ran out of eggs , she be able to get another carton of eggs for free ,before, True,TRUE, before, after
"event: Nola takes some photos of herself modeling starts after She want to be a model story: Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.", positive, nola takes some photos of herself modeling starts after she want to be a model ," Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.", nola takes some photos of herself modeling , she want to be a model ,after, True,TRUE, after, before
"event: The initiates are afraid of getting burned. starts after The scoutmaster have five initiates lined up ready to walk story: The scouts gathered around the hot fire. The scoutmaster had five initiates lined up ready to walk. He prepped their feet and they started to walk across the coals. As the last initiate successfully made it across, the scouts cheered. The s'mores and marshmallows were brought out to celebrate.", positive, the initiates are afraid of getting burned. starts after the scoutmaster have five initiates lined up ready to walk ," The scouts gathered around the hot fire. The scoutmaster had five initiates lined up ready to walk. He prepped their feet and they started to walk across the coals. As the last initiate successfully made it across, the scouts cheered. The s'mores and marshmallows were brought out to celebrate.", the initiates are afraid of getting burned. , the scoutmaster have five initiates lined up ready to walk ,after, True,FALSE, before, before
"event: Sara got to her boyfriend's house. starts after she had to walk the long way around. story: Sara was walking to her boyfriend's house. She had to cross through a forested area. As she approached it, she heard scary banging sounds. She was too afraid and turned around. She had to walk the long way around instead.", positive, sara got to her boyfriend's house. starts after she had to walk the long way around. ," Sara was walking to her boyfriend's house. She had to cross through a forested area. As she approached it, she heard scary banging sounds. She was too afraid and turned around. She had to walk the long way around instead.", sara got to her boyfriend's house. , she had to walk the long way around. ,after, False,TRUE, after, after
"event: Amy was eventually able to have a successful job interview. starts after This prevent her from getting a job story: Amy has suffered from anxiety her whole life. This had prevented her from getting a job. She has a degree but hasn't used it. Today she has a stay at home job. ""Today, Amy is happy.""", positive, amy was eventually able to have a successful job interview. starts after this prevent her from getting a job ," Amy has suffered from anxiety her whole life. This had prevented her from getting a job. She has a degree but hasn't used it. Today she has a stay at home job. ""Today, Amy is happy.""", amy was eventually able to have a successful job interview. , this prevent her from getting a job ,after, False,TRUE, after, after
event: John registered for a language learning course online starts after he wanted to learn the Russian language. story: John really wanted to learn the Russian language. John bought materials and began studying. John watched Russian movies without subtitles. John spent a month living in Russia. Now John is fluent in the Russian language., positive, john registered for a language learning course online starts after he wanted to learn the russian language. , John really wanted to learn the Russian language. John bought materials and began studying. John watched Russian movies without subtitles. John spent a month living in Russia. Now John is fluent in the Russian language., john registered for a language learning course online , he wanted to learn the russian language. ,after, False,FALSE, before, before
"event: Mikey felt embarrassed by his mom. starts after the waiter was berated by Mikey's mother story: Mikey was eating out with his family. His mom complained that her meat was undercooked. Mikey tried to stop her, but she began berating the waiter. Other people noticed and scolded her. It became such a mess Mikey decided to leave.", positive, mikey felt embarrassed by his mom. starts after the waiter was berated by mikey's mother ," Mikey was eating out with his family. His mom complained that her meat was undercooked. Mikey tried to stop her, but she began berating the waiter. Other people noticed and scolded her. It became such a mess Mikey decided to leave.", mikey felt embarrassed by his mom. , the waiter was berated by mikey's mother ,after, True,TRUE, after, after
event: Tim felt disgusted starts after He spat a lot of oil story: Tim was working on his car. He was drinking a soda. He had also used a can to catch some oil. Tim mistook the top cans. He spat out a lot of oil., positive, tim felt disgusted starts after he spat a lot of oil , Tim was working on his car. He was drinking a soda. He had also used a can to catch some oil. Tim mistook the top cans. He spat out a lot of oil., tim felt disgusted , he spat a lot of oil ,after, True,TRUE, after, after
"event: The house centipede was dead. starts after he saw one scuttling around on his floor story: Clayton was deathly afraid of house centipedes. One day he saw one scuttling around on his floor. ""Terrified, he called over his roommate to kill it for him."" ""She walked in, unafraid, and swiftly smashed the bug with a book."" Clayton was grateful and actually kind of impressed.", positive, the house centipede was dead. starts after he saw one scuttling around on his floor ," Clayton was deathly afraid of house centipedes. One day he saw one scuttling around on his floor. ""Terrified, he called over his roommate to kill it for him."" ""She walked in, unafraid, and swiftly smashed the bug with a book."" Clayton was grateful and actually kind of impressed.", the house centipede was dead. , he saw one scuttling around on his floor ,after, True,TRUE, after, after
"event: Megan complained about eating vegetables. starts before her mom surprise her story: On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her ""vegetables"" that night!", positive, megan complained about eating vegetables. starts before her mom surprise her ," On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her ""vegetables"" that night!", megan complained about eating vegetables. , her mom surprise her ,before, True,FALSE, after, before
event: Kelly has two parents starts before her parents took her around the state to look story: Yesterday Kelly went on numerous college visits. Her parents took her around the state to look. She found about three that she really liked. At the end of the trip she decided to apply. She ended up getting into her top choice., positive, kelly has two parents starts before her parents took her around the state to look , Yesterday Kelly went on numerous college visits. Her parents took her around the state to look. She found about three that she really liked. At the end of the trip she decided to apply. She ended up getting into her top choice., kelly has two parents , her parents took her around the state to look ,before, True,TRUE, before, before
event: I return home from the restaurant. starts after I steal salt and pepper packets from the restaurant. story: I work hard everyday to be independent. Sometimes I don't have anything to show how hard I work. I treat myself to fast bard when I can. I steal salt and pepper packets from restaurants. I fill my home salt and pepper shakers with stolen condiment packets., positive, i return home from the restaurant. starts after i steal salt and pepper packets from the restaurant. , I work hard everyday to be independent. Sometimes I don't have anything to show how hard I work. I treat myself to fast bard when I can. I steal salt and pepper packets from restaurants. I fill my home salt and pepper shakers with stolen condiment packets., i return home from the restaurant. , i steal salt and pepper packets from the restaurant. ,after, True,TRUE, after, after
"event: Tim asked his parents for money for a movie ticket starts before Tim was seeing his first action movie story: Tim was twelve and seeing his first action movie in the theater. At first he was afraid. It really looked like the bad guy was going to win! ""Then, at the last minute, the good guy won their fight."" Tim cheered with relief!", positive, tim asked his parents for money for a movie ticket starts before tim was seeing his first action movie ," Tim was twelve and seeing his first action movie in the theater. At first he was afraid. It really looked like the bad guy was going to win! ""Then, at the last minute, the good guy won their fight."" Tim cheered with relief!", tim asked his parents for money for a movie ticket , tim was seeing his first action movie ,before, False,TRUE, before, before
"event: Nicole dropped her iPad as she fell starts before She decide to take it to the store and see if it could be fixed story: Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.", positive, nicole dropped her ipad as she fell starts before she decide to take it to the store and see if it could be fixed ," Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.", nicole dropped her ipad as she fell , she decide to take it to the store and see if it could be fixed ,before, True,TRUE, after, before
event: The donkey lives on the farm starts before His name be Old Red story: The farm had a lot of animals. The kids' favorite was the donkey. His name was Old Red. They fed him a carrot and petted his nose. Old Red was a fun animal to play with., positive, the donkey lives on the farm starts before his name be old red , The farm had a lot of animals. The kids' favorite was the donkey. His name was Old Red. They fed him a carrot and petted his nose. Old Red was a fun animal to play with., the donkey lives on the farm , his name be old red ,before, True,TRUE, before, before
event: Erin's shop is doing well financially starts after Erin opened her own makeup shop story: Erin loved doing makeup so much she wanted to make it her career. She began by researching the makeup artist career path. Finally she made the jump and opened her own makeup shop. Now she does makeup for weddings and events. Erin is so happy that she is a professional makeup artist., positive, erin's shop is doing well financially starts after erin opened her own makeup shop , Erin loved doing makeup so much she wanted to make it her career. She began by researching the makeup artist career path. Finally she made the jump and opened her own makeup shop. Now she does makeup for weddings and events. Erin is so happy that she is a professional makeup artist., erin's shop is doing well financially , erin opened her own makeup shop ,after, True,Cannot be determined, after, after
event: Jim felt home sick starts before Jim wanted to go home for the holidays. story: Jim wanted to go home for the holidays. The drive was to long so Jim booked a plane ticket. Jim packed his bags and was ready well in advance. Jim went to the airport and flew home for the holidays. His family was excited to see him and he was excited to see them., positive, jim felt home sick starts before jim wanted to go home for the holidays. , Jim wanted to go home for the holidays. The drive was to long so Jim booked a plane ticket. Jim packed his bags and was ready well in advance. Jim went to the airport and flew home for the holidays. His family was excited to see him and he was excited to see them., jim felt home sick , jim wanted to go home for the holidays. ,before, False,FALSE, before, before
"event: Daisy didn't do the dishes starts after realizing she didn't have enough eggs story: Daisy decided that she wanted to make some cookies. She began placing the ingredients onto the kitchen counter. Daisy began mixing milk and sugar into a bowl. She opened up the egg carton and realized she didn't have enough eggs. ""Annoyed, she put everything away and left the kitchen.""", positive, daisy didn't do the dishes starts after realizing she didn't have enough eggs ," Daisy decided that she wanted to make some cookies. She began placing the ingredients onto the kitchen counter. Daisy began mixing milk and sugar into a bowl. She opened up the egg carton and realized she didn't have enough eggs. ""Annoyed, she put everything away and left the kitchen.""", daisy didn't do the dishes , realizing she didn't have enough eggs ,after, False,TRUE, after, after
event: He thought he had a good chance of winning the lottery. starts after he thought the numbers were lottery numbers story: Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow., positive, he thought he had a good chance of winning the lottery. starts after he thought the numbers were lottery numbers , Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow., he thought he had a good chance of winning the lottery. , he thought the numbers were lottery numbers ,after, True,TRUE, before, after
"event: Glenn went to a pet store starts before Glenn bought his cats a feather toy. story: Glenn bought his cats a feather toy. The cats seemed to love when Glenn played with them with the toy. ""Eventually, though, they stole it and hid under the bed with it."" ""When Glenn finally retrieved the toy, the cats had torn it apart."" He had to get them a new one the next day.", positive, glenn went to a pet store starts before glenn bought his cats a feather toy. ," Glenn bought his cats a feather toy. The cats seemed to love when Glenn played with them with the toy. ""Eventually, though, they stole it and hid under the bed with it."" ""When Glenn finally retrieved the toy, the cats had torn it apart."" He had to get them a new one the next day.", glenn went to a pet store , glenn bought his cats a feather toy. ,before, False,TRUE, after, before
event: John bought a ticket to the festival. starts after he noticed a flyer advertising a local hot air balloon festival. story: John loved hot air balloons. He noticed a flyer advertising a local hot air balloon festival. A few days later he went to the festival. There was probably 100 hot air balloons there! John had a really great time., positive, john bought a ticket to the festival. starts after he noticed a flyer advertising a local hot air balloon festival. , John loved hot air balloons. He noticed a flyer advertising a local hot air balloon festival. A few days later he went to the festival. There was probably 100 hot air balloons there! John had a really great time., john bought a ticket to the festival. , he noticed a flyer advertising a local hot air balloon festival. ,after, True,FALSE, after, after
event: Bill has a job. starts before He speak with her fluently in Japanese story: Bill always wanted to learn Japanese. Bill bought some instructional videos and began studying. Bill got better and better at the language. One day Bill met a woman from Tokyo at a work conference. He spoke with her fluently in Japanese for over an hour!, positive, bill has a job. starts before he speak with her fluently in japanese , Bill always wanted to learn Japanese. Bill bought some instructional videos and began studying. Bill got better and better at the language. One day Bill met a woman from Tokyo at a work conference. He spoke with her fluently in Japanese for over an hour!, bill has a job. , he speak with her fluently in japanese ,before, True,TRUE, after, before
"event: My heart was pounding starts after the small child took out an axe story: The train started to move after eight in the morning. I slowly looked for a seat and settled down. ""A moment later, a small child stood up and took out an axe."" Everyone was scared and tried to run away. ""Luckily, a muscular man was able to stop him and take away the axe.""", positive, my heart was pounding starts after the small child took out an axe ," The train started to move after eight in the morning. I slowly looked for a seat and settled down. ""A moment later, a small child stood up and took out an axe."" Everyone was scared and tried to run away. ""Luckily, a muscular man was able to stop him and take away the axe.""", my heart was pounding , the small child took out an axe ,after, True,TRUE, after, after
event: John's favorite game was dice. starts before Tim and John be good friends story: Tim and John were good friends. They desired to play a game together. Tim mentioned he had dice in his pocket. John suggested they play dice. They played dice., positive, john's favorite game was dice. starts before tim and john be good friends , Tim and John were good friends. They desired to play a game together. Tim mentioned he had dice in his pocket. John suggested they play dice. They played dice., john's favorite game was dice. , tim and john be good friends ,before, False,FALSE, before, before
event: Jack almost died. starts after Jack and Jill go out on their dock story: Jack and Jill went out on their dock. They were going fishing. Jack tripped and fell into the water. Jill dove in after him. Jill saved Jack's life., positive, jack almost died. starts after jack and jill go out on their dock , Jack and Jill went out on their dock. They were going fishing. Jack tripped and fell into the water. Jill dove in after him. Jill saved Jack's life., jack almost died. , jack and jill go out on their dock ,after, True,TRUE, after, after
event: the man learned the leader lied. starts after the leader led the man astray story: The man choose to serve the leader. The leader led the man astray. The man stopped believing the leader. The man killed the leader. The man took the role of leader., positive, the man learned the leader lied. starts after the leader led the man astray , The man choose to serve the leader. The leader led the man astray. The man stopped believing the leader. The man killed the leader. The man took the role of leader., the man learned the leader lied. , the leader led the man astray ,after, True,TRUE, after, after
"event: Amy did not enjoy her cereal starts after she decided to eat her cereal without milk instead story: The grocery store near Amy's house is always crowded in the summer. The tourists came in droves and bought out all the condiments. ""Amy just wanted to buy some milk, but she got stuck in a long line."" ""Every time she switched lines, they just got longer!"" ""Finally, Amy decided to eat her cereal without milk instead.""", positive, amy did not enjoy her cereal starts after she decided to eat her cereal without milk instead ," The grocery store near Amy's house is always crowded in the summer. The tourists came in droves and bought out all the condiments. ""Amy just wanted to buy some milk, but she got stuck in a long line."" ""Every time she switched lines, they just got longer!"" ""Finally, Amy decided to eat her cereal without milk instead.""", amy did not enjoy her cereal , she decided to eat her cereal without milk instead ,after, True,FALSE, after, after
event: Ellen provided contact information with her tickets. starts after she decided to buy tickets. story: Ellen's nephew was selling raffle tickets. Ellen decided to buy tickets. Someone from the fundraiser called Ellen. She had won a prize of five hundred dollars! Ellen drove to town to pick up her cash prize., positive, ellen provided contact information with her tickets. starts after she decided to buy tickets. , Ellen's nephew was selling raffle tickets. Ellen decided to buy tickets. Someone from the fundraiser called Ellen. She had won a prize of five hundred dollars! Ellen drove to town to pick up her cash prize., ellen provided contact information with her tickets. , she decided to buy tickets. ,after, True,TRUE, before, before
"event: Glenn owns a bed starts after The cats seem to love story: Glenn bought his cats a feather toy. The cats seemed to love when Glenn played with them with the toy. ""Eventually, though, they stole it and hid under the bed with it."" ""When Glenn finally retrieved the toy, the cats had torn it apart."" He had to get them a new one the next day.", positive, glenn owns a bed starts after the cats seem to love ," Glenn bought his cats a feather toy. The cats seemed to love when Glenn played with them with the toy. ""Eventually, though, they stole it and hid under the bed with it."" ""When Glenn finally retrieved the toy, the cats had torn it apart."" He had to get them a new one the next day.", glenn owns a bed , the cats seem to love ,after, True,FALSE, before, before
"event: it is thanksgiving day starts before she put her brother and uncle near each other story: Daniel was setting up for Thanksgiving dinner. She needed to arrange place cards for everyone. At first she put her brother and uncle near each other. ""Then, her sister warned her that the two had been fighting."" She managed to change the arrangement right before they arrived.", positive, it is thanksgiving day starts before she put her brother and uncle near each other ," Daniel was setting up for Thanksgiving dinner. She needed to arrange place cards for everyone. At first she put her brother and uncle near each other. ""Then, her sister warned her that the two had been fighting."" She managed to change the arrangement right before they arrived.", it is thanksgiving day , she put her brother and uncle near each other ,before, False,TRUE, before, before
"event: Erica put the broken plate in the trash starts after she cleaned up the mess story: Erica was doing the dishes. She slipped on a wet spot on the ground. She broke a plate that she was holding in her hand. She cleaned up the mess of broken ceramic. ""Afterwards, she mopped up the wet spot.""", positive, erica put the broken plate in the trash starts after she cleaned up the mess ," Erica was doing the dishes. She slipped on a wet spot on the ground. She broke a plate that she was holding in her hand. She cleaned up the mess of broken ceramic. ""Afterwards, she mopped up the wet spot.""", erica put the broken plate in the trash , she cleaned up the mess ,after, True,FALSE, after, before
"event: Nicole dropped her iPad as she fell starts after she fell story: Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.", positive, nicole dropped her ipad as she fell starts after she fell ," Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.", nicole dropped her ipad as she fell , she fell ,after, True,FALSE, before, after
"event: Jenna will have a good time at the party starts after Marissa gave her a dress story: Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!", positive, jenna will have a good time at the party starts after marissa gave her a dress ," Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!", jenna will have a good time at the party , marissa gave her a dress ,after, True,FALSE, after, after
"event: Jenna was happy. starts after Ben asked her to the dance story: Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!", positive, jenna was happy. starts after ben asked her to the dance ," Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!", jenna was happy. , ben asked her to the dance ,after, True,FALSE, after, after
"event: Nola sees pictures of a model and decides she wants to be a model starts before They tell Nola she was too short to model story: Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.", positive, nola sees pictures of a model and decides she wants to be a model starts before they tell nola she was too short to model ," Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.", nola sees pictures of a model and decides she wants to be a model , they tell nola she was too short to model ,before, True,TRUE, after, before
event: Jeremy ordered dessert starts after he thought his meal was delicious story: Jeremy had never tried Mexican food. One day his friends took him to an authentic Mexican restaurant. Jeremy decided to try the cheese enchiladas with rice and beans. He thought his meal was delicious. Jeremy went back several times afterward to try other entrees., positive, jeremy ordered dessert starts after he thought his meal was delicious , Jeremy had never tried Mexican food. One day his friends took him to an authentic Mexican restaurant. Jeremy decided to try the cheese enchiladas with rice and beans. He thought his meal was delicious. Jeremy went back several times afterward to try other entrees., jeremy ordered dessert , he thought his meal was delicious ,after, False,FALSE, after, after
event: I get the salt and pepper shakers from the cupboard. starts after I steal salt and pepper packets from restaurants. story: I work hard everyday to be independent. Sometimes I don't have anything to show how hard I work. I treat myself to fast bard when I can. I steal salt and pepper packets from restaurants. I fill my home salt and pepper shakers with stolen condiment packets., positive, i get the salt and pepper shakers from the cupboard. starts after i steal salt and pepper packets from restaurants. , I work hard everyday to be independent. Sometimes I don't have anything to show how hard I work. I treat myself to fast bard when I can. I steal salt and pepper packets from restaurants. I fill my home salt and pepper shakers with stolen condiment packets., i get the salt and pepper shakers from the cupboard. , i steal salt and pepper packets from restaurants. ,after, True,TRUE, after, after
event: Dave grew algae for his project. starts before Dave was awarded for his great discovery. story: Dave was a scientist. Dave wanted to make a great scientific discovery. Dave worked with algae to make electricity. Dave discovered he could make electricity with algae! Dave was awarded for his great discovery., positive, dave grew algae for his project. starts before dave was awarded for his great discovery. , Dave was a scientist. Dave wanted to make a great scientific discovery. Dave worked with algae to make electricity. Dave discovered he could make electricity with algae! Dave was awarded for his great discovery., dave grew algae for his project. , dave was awarded for his great discovery. ,before, True,TRUE, before, before
